case_id,run_id_hidden,masked_evidence_text,proposed_component,proposed_category,proposed_cause,operator_label_aligned,correct_human
K0034,F1-r9-C4-llm-grounded,"- type=ChangedFile resource=migrations/versions/002_fault.py msg='type=database-migration'
- type=GitDiff resource=ihsenalaya/idp-preview msg='diff stored in ConfigMap ""preview-diff-pr-9109"" (key diff.patch)'
- type=JobLog resource=pod/postgres-migrate-h67pc container/migration msg='File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/engine/default.py"", line 941, in do_execute cursor.execute(statement, parameters) sqlalchemy.exc.ProgrammingError: (psycopg2.errors.SyntaxError) syntax error at or…'
- type=KubernetesEvent resource=Job/postgres-migrate msg='Job/postgres-migrate: Job has reached the specified backoff limit'
- type=PodLog resource=pod/postgres-66548699c-x4dpt container/postgres msg='2026-05-22 18:13:07.694 UTC [58] LOG:  database system was shut down at 2026-05-22 18:13:07 UTC 2026-05-22 18:13:07.707 UTC [1] LOG:  database system is ready to accept connections 2026-05-22 18:13:22.116 UTC [71] ERROR:…'
- type=PreviewCondition resource=Ready msg='status=False reason=DatabaseMigrationFailed message=database migration job preview-pr-9109/postgres-migrate failed: Job has reached the specified backoff limit'
- type=PreviewCondition resource=MigrationReady msg='status=False reason=JobRunning message=Database migration job postgres-migrate is running'",database migration,,,1,
K0035,F3-r8-C3-rule-grounded,"- type=KubernetesEvent resource=Pod/postgres-migrate-fpsd9 msg='Pod/postgres-migrate-fpsd9: Error: ImagePullBackOff'
- type=KubernetesEvent resource=Pod/postgres-migrate-fpsd9 msg='Pod/postgres-migrate-fpsd9: Error: ErrImagePull'
- type=KubernetesEvent resource=Pod/postgres-migrate-fpsd9 msg='Pod/postgres-migrate-fpsd9: Failed to pull image ""testagentdevops.azurecr.io/idp-preview:baseline-fp-nonexistent"": [rpc error: code = NotFound desc = failed to pull and unpack image ""testagentdevops.azurecr.io/idp-previe…'
- type=PodLog resource=pod/postgres-6754c5bd88-tr4f7 container/postgres msg='2026-05-22 20:50:52.571 UTC [45] LOG:  database system was shut down at 2026-05-22 20:50:52 UTC 2026-05-22 20:50:52.584 UTC [42] LOG:  database system is ready to accept connections done 2026-05-22 20:50:53.250 UTC [1] L…'",app-deployment,,,1,
K0036,F8-r8-C1-rule-grounded,,unknown,,,0,
K0037,F1-r3-C5-llm-grounded,"- type=ChangedFile resource=migrations/versions/002_fault.py msg='type=database-migration'
- type=GitDiff resource=ihsenalaya/idp-preview msg='diff stored in ConfigMap ""preview-diff-pr-9103"" (key diff.patch)'
- type=JobLog resource=pod/postgres-migrate-4mq9j container/migration msg='File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/engine/default.py"", line 941, in do_execute cursor.execute(statement, parameters) sqlalchemy.exc.ProgrammingError: (psycopg2.errors.SyntaxError) syntax error at or…'
- type=KubernetesEvent resource=Job/postgres-migrate msg='Job/postgres-migrate: Job has reached the specified backoff limit'
- type=PodLog resource=pod/postgres-c4dcf5875-nw8jh container/postgres msg='2026-05-22 18:44:50.012 UTC [58] LOG:  database system was shut down at 2026-05-22 18:44:49 UTC 2026-05-22 18:44:50.030 UTC [1] LOG:  database system is ready to accept connections 2026-05-22 18:45:02.359 UTC [70] ERROR:…'
- type=PreviewCondition resource=Ready msg='status=False reason=DatabaseMigrationFailed message=database migration job preview-pr-9103/postgres-migrate failed: Job has reached the specified backoff limit'
- type=PreviewCondition resource=MigrationReady msg='status=False reason=JobRunning message=Database migration job postgres-migrate is running'",database migration,,,1,
K0038,F5-r6-C3-llm-grounded,"- type=TestResult resource=smoke msg='phase=Succeeded passed=2 failed=0 PASS smoke /healthz: 200 PASS smoke /api/products: 200 Results: 2 passed, 0 failed'
- type=TestResult resource=e2e msg='phase=Failed passed=1 failed=5 FAIL e2e catalog_page_loads: timeout — Locator.wait_for: Timeout 10000ms exceeded. PASS e2e preview_badge_shown FAIL e2e product_detail_panel: timeout — Locator.wait_for: Timeout 10000ms ex…'
- type=TestResult resource=regression msg='phase=Succeeded passed=9 failed=0 PASS regression homepage_html: 200 PASS regression health: 200 PASS regression products_list: 200 PASS regression product_detail: 200 PASS regression product_not_found: 404 PASS regressi…'
- type=TestResult resource=contract msg='phase=Failed passed=0 failed=1 FAIL contract: submit failed: HTTP 500: {""timestamp"":1779494442510,""status"":500,""error"":""Internal Server Error"",""path"":""/api/tests""}'",application,,,0,
K0039,F3-r3-C4-llm-freeform,"- type=ChangedFile resource=scripts/generate_preview_manifest.py msg='type=backend'
- type=GitDiff resource=ihsenalaya/idp-preview msg='diff stored in ConfigMap ""preview-diff-pr-9303"" (key diff.patch)'
- type=KubernetesEvent resource=Pod/postgres-migrate-shdl8 msg='Pod/postgres-migrate-shdl8: Failed to pull image ""testagentdevops.azurecr.io/idp-preview:baseline-fp-nonexistent"": [rpc error: code = NotFound desc = failed to pull and unpack image ""testagentdevops.azurecr.io/idp-previe…'
- type=KubernetesEvent resource=Pod/postgres-migrate-shdl8 msg='Pod/postgres-migrate-shdl8: Error: ErrImagePull'
- type=KubernetesEvent resource=Pod/postgres-migrate-shdl8 msg='Pod/postgres-migrate-shdl8: Error: ImagePullBackOff'
- type=PodLog resource=pod/postgres-6d4d5f9f9c-z6db6 container/postgres msg='2026-05-22 20:41:12.485 UTC [46] LOG:  database system was shut down at 2026-05-22 20:41:11 UTC 2026-05-22 20:41:12.498 UTC [43] LOG:  database system is ready to accept connections done 2026-05-22 20:41:13.084 UTC [1] L…'
- type=PreviewCondition resource=Ready msg='status=False reason=DatabaseMigrationFailed message=database migration job preview-pr-9303/postgres-migrate cannot start: ImagePullBackOff: Back-off pulling image ""testagentdevops.azurecr.io/idp-preview:baseline-fp-nonex…'
- type=PreviewCondition resource=MigrationReady msg='status=False reason=JobRunning message=Database migration job postgres-migrate is running'",Container Registry,,,0,
K0040,F7-r9-C4-llm-grounded,"- type=PreviewCondition resource=DatabaseReady msg='status=True reason=PostgreSQLProvisioned message=PostgreSQL 15 running — credentials in secret preview-pr-9709/postgres-credentials'
- type=PreviewCondition resource=AIEnrichmentReady msg='status=True reason=AIEnrichmentCompleted message=AI enrichment seed=Succeeded, tests=Succeeded'
- type=PreviewCondition resource=MigrationReady msg='status=True reason=JobAlreadySucceeded message=Database migration job already completed'
- type=PreviewCondition resource=SeedReady msg='status=True reason=TaskDisabled message=Database seed task is disabled'
- type=PreviewCondition resource=Approved msg='status=True reason=Approved message=Approved by: '
- type=PreviewCondition resource=TestSuiteReady msg='status=False reason=TestSuiteFailed message=smoke=Succeeded(2p/0f), contract=Failed(0p/1f), regression=Succeeded(9p/0f), e2e=Failed(1p/5f)'
- type=PreviewCondition resource=Ready msg='status=True reason=AllResourcesReady message=Preview environment running at http://pr-9709.preview.ihsenalaya.xyz'
- type=TestResult resource=contract msg='phase=Failed passed=0 failed=1 FAIL contract: submit failed: HTTP 500: {""timestamp"":1779531432165,""status"":500,""error"":""Internal Server Error"",""path"":""/api/tests""}'
- type=TestResult resource=smoke msg='phase=Succeeded passed=2 failed=0 PASS smoke /healthz: 200 PASS smoke /api/products: 200 Results: 2 passed, 0 failed'
- type=TestResult resource=e2e msg='phase=Failed passed=1 failed=5 FAIL e2e catalog_page_loads: timeout — Locator.wait_for: Timeout 10000ms exceeded. PASS e2e preview_badge_shown FAIL e2e product_detail_panel: timeout — Locator.wait_for: Timeout 10000ms ex…'
- type=TestResult resource=regression msg='phase=Succeeded passed=9 failed=0 PASS regression homepage_html: 200 PASS regression health: 200 PASS regression products_list: 200 PASS regression product_detail: 200 PASS regression product_not_found: 404 PASS regressi…'",application,,,0,
K0041,F6-r1-C3-llm-freeform,"- type=TestResult resource=contract msg='phase=Failed passed=0 failed=1 FAIL contract: submit failed: HTTP 500: {""timestamp"":1779522374912,""status"":500,""error"":""Internal Server Error"",""path"":""/api/tests""}'
- type=TestResult resource=smoke msg='phase=Succeeded passed=2 failed=0 PASS smoke /healthz: 200 PASS smoke /api/products: 200 Results: 2 passed, 0 failed'
- type=TestResult resource=e2e msg='phase=Failed passed=1 failed=5 FAIL e2e catalog_page_loads: timeout — Locator.wait_for: Timeout 10000ms exceeded. PASS e2e preview_badge_shown FAIL e2e product_detail_panel: timeout — Locator.wait_for: Timeout 10000ms ex…'
- type=TestResult resource=regression msg='phase=Succeeded passed=9 failed=0 PASS regression homepage_html: 200 PASS regression health: 200 PASS regression products_list: 200 PASS regression product_detail: 200 PASS regression product_not_found: 404 PASS regressi…'",API server,,,0,
K0042,F6-r2-C1-llm-freeform,,unknown,,,0,
K0043,F6-r6-C1-llm-grounded,,unknown,,,0,
K0044,F10-r10-C2-rule-grounded,,unknown,,,0,
K0045,F8-r9-C2-llm-freeform,,unknown,,,0,
K0046,F7-r4-C4-llm-grounded,"- type=PreviewCondition resource=DatabaseReady msg='status=True reason=PostgreSQLProvisioned message=PostgreSQL 15 running — credentials in secret preview-pr-9704/postgres-credentials'
- type=PreviewCondition resource=MigrationReady msg='status=True reason=JobAlreadySucceeded message=Database migration job already completed'
- type=PreviewCondition resource=SeedReady msg='status=True reason=TaskDisabled message=Database seed task is disabled'
- type=PreviewCondition resource=Ready msg='status=True reason=AllResourcesReady message=Preview environment running at http://pr-9704.preview.ihsenalaya.xyz'
- type=PreviewCondition resource=Approved msg='status=True reason=Approved message=Approved by: '
- type=PreviewCondition resource=AIEnrichmentReady msg='status=False reason=AIEnrichmentFailed message=AI enrichment seed=unknown, tests=unknown (AI API error 429: {   ""error"": {     ""message"": ""Too Many Requests"",     ""type"": ""too_many_requests"",     ""param"": null,     ""code…'
- type=PreviewCondition resource=TestSuiteReady msg='status=False reason=TestSuiteFailed message=smoke=Succeeded(2p/0f), contract=Failed(0p/1f), regression=Failed(7p/2f), e2e=Failed(1p/5f)'
- type=TestResult resource=regression msg='phase=Failed passed=7 failed=2 PASS regression homepage_html: 200 PASS regression health: 200 PASS regression products_list: 200 FAIL regression product_detail: expected 200 got 404 PASS regression product_not_found: 404…'
- type=TestResult resource=smoke msg='phase=Succeeded passed=2 failed=0 PASS smoke /healthz: 200 PASS smoke /api/products: 200 Results: 2 passed, 0 failed'
- type=TestResult resource=e2e msg='phase=Failed passed=1 failed=5 FAIL e2e catalog_page_loads: timeout — Locator.wait_for: Timeout 10000ms exceeded. PASS e2e preview_badge_shown FAIL e2e product_detail_panel: timeout — Locator.wait_for: Timeout 10000ms ex…'
- type=TestResult resource=contract msg='phase=Failed passed=0 failed=1 FAIL contract: submit failed: HTTP 500: {""timestamp"":1779529687977,""status"":500,""error"":""Internal Server Error"",""path"":""/api/tests""}'",Application,,,0,
K0047,F2-r10-C1-llm-freeform,"- type=JobLog resource=pod/postgres-migrate-z7pfl container/migration msg='INFO  [alembic.runtime.migration] Context impl PostgresqlImpl. INFO  [alembic.runtime.migration] Will assume transactional DDL. INFO  [alembic.runtime.migration] Running upgrade  -> 001, initial schema'
- type=PodLog resource=pod/svc-backend-685fb9f9c9-wqnzp container/backend msg='Traceback (most recent call last): File ""/app/app.py"", line 15, in <module> ~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^ File ""<frozen os>"", line 714, in __getitem__ KeyError: \'DATABASE_URL_FP_MISSING\''
- type=PodLog resource=pod/postgres-6cc8494dfd-7gwtp container/postgres msg='2026-05-22 19:40:49.375 UTC [45] LOG:  database system was shut down at 2026-05-22 19:40:48 UTC 2026-05-22 19:40:49.389 UTC [42] LOG:  database system is ready to accept connections done 2026-05-22 19:40:49.969 UTC [1] L…'",backend,,,1,
K0048,F7-r9-C3-llm-grounded,"- type=TestResult resource=contract msg='phase=Failed passed=0 failed=1 FAIL contract: submit failed: HTTP 500: {""timestamp"":1779531432165,""status"":500,""error"":""Internal Server Error"",""path"":""/api/tests""}'
- type=TestResult resource=smoke msg='phase=Succeeded passed=2 failed=0 PASS smoke /healthz: 200 PASS smoke /api/products: 200 Results: 2 passed, 0 failed'
- type=TestResult resource=e2e msg='phase=Failed passed=1 failed=5 FAIL e2e catalog_page_loads: timeout — Locator.wait_for: Timeout 10000ms exceeded. PASS e2e preview_badge_shown FAIL e2e product_detail_panel: timeout — Locator.wait_for: Timeout 10000ms ex…'
- type=TestResult resource=regression msg='phase=Succeeded passed=9 failed=0 PASS regression homepage_html: 200 PASS regression health: 200 PASS regression products_list: 200 PASS regression product_detail: 200 PASS regression product_not_found: 404 PASS regressi…'",application,,,0,
K0049,F10-r3-C3-llm-grounded,"- type=TestResult resource=smoke msg='phase=Succeeded passed=2 failed=0 PASS smoke /healthz: 200 PASS smoke /api/products: 200 Results: 2 passed, 0 failed'
- type=TestResult resource=regression msg='phase=Succeeded passed=9 failed=0 PASS regression homepage_html: 200 PASS regression health: 200 PASS regression products_list: 200 PASS regression product_detail: 200 PASS regression product_not_found: 404 PASS regressi…'
- type=TestResult resource=e2e msg='phase=Failed passed=1 failed=5 FAIL e2e catalog_page_loads: timeout — Locator.wait_for: Timeout 10000ms exceeded. PASS e2e preview_badge_shown FAIL e2e product_detail_panel: timeout — Locator.wait_for: Timeout 10000ms ex…'
- type=TestResult resource=contract msg='phase=Failed passed=0 failed=1 FAIL contract: submit failed: HTTP 500: {""timestamp"":1779535184685,""status"":500,""error"":""Internal Server Error"",""path"":""/api/tests""}'",API server,,,0,
K0050,F4-r7-C2-rule-grounded,,unknown,,,0,
K0051,F3-r1-C5-llm-grounded,"- type=ChangedFile resource=scripts/generate_preview_manifest.py msg='type=backend'
- type=GitDiff resource=ihsenalaya/idp-preview msg='diff stored in ConfigMap ""preview-diff-pr-9301"" (key diff.patch)'
- type=KubernetesEvent resource=Pod/postgres-migrate-4l66x msg='Pod/postgres-migrate-4l66x: Error: ImagePullBackOff'
- type=KubernetesEvent resource=Pod/postgres-migrate-4l66x msg='Pod/postgres-migrate-4l66x: Error: ErrImagePull'
- type=KubernetesEvent resource=Pod/postgres-migrate-4l66x msg='Pod/postgres-migrate-4l66x: Failed to pull image ""testagentdevops.azurecr.io/idp-preview:baseline-fp-nonexistent"": [rpc error: code = NotFound desc = failed to pull and unpack image ""testagentdevops.azurecr.io/idp-previe…'
- type=PodLog resource=pod/postgres-79b964f5f-k2d2s container/postgres msg='2026-05-22 20:36:57.871 UTC [46] LOG:  database system was shut down at 2026-05-22 20:36:57 UTC 2026-05-22 20:36:57.884 UTC [43] LOG:  database system is ready to accept connections done 2026-05-22 20:36:58.483 UTC [1] L…'
- type=PreviewCondition resource=Ready msg='status=False reason=DatabaseMigrationFailed message=database migration job preview-pr-9301/postgres-migrate cannot start: ImagePullBackOff: Back-off pulling image ""testagentdevops.azurecr.io/idp-preview:baseline-fp-nonex…'
- type=PreviewCondition resource=MigrationReady msg='status=False reason=JobRunning message=Database migration job postgres-migrate is running'",Image Registry,,,0,
K0052,F7-r2-C2-llm-freeform,,unknown,,,0,
K0053,F8-r8-C1-llm-grounded,,unknown,,,0,
K0054,F7-r3-C2-llm-grounded,,unknown,,,0,
K0055,F7-r1-C5-rule-grounded,"- type=PreviewCondition resource=Ready msg='status=False reason=QuotaFailed message=resourcequotas ""preview-quota"" is forbidden: unable to create new content in namespace preview-pr-9701 because it is being terminated'",unknown,,,0,
K0056,F4-r2-C4-llm-grounded,"- type=ChangedFile resource=app.py msg='type=backend'
- type=GitDiff resource=ihsenalaya/idp-preview msg='diff stored in ConfigMap ""preview-diff-pr-9402"" (key diff.patch)'
- type=PreviewCondition resource=MigrationReady msg='status=True reason=JobAlreadySucceeded message=Database migration job already completed'
- type=PreviewCondition resource=SeedReady msg='status=True reason=TaskDisabled message=Database seed task is disabled'
- type=PreviewCondition resource=Approved msg='status=True reason=Approved message=Approved by: '
- type=PreviewCondition resource=AIEnrichmentReady msg='status=False reason=AIEnrichmentFailed message=AI enrichment seed=unknown, tests=unknown (AI API error 429: {   ""error"": {     ""message"": ""Too Many Requests"",     ""type"": ""too_many_requests"",     ""param"": null,     ""code…'
- type=PreviewCondition resource=Ready msg='status=True reason=AllResourcesReady message=Preview environment running at http://pr-9402.preview.ihsenalaya.xyz'
- type=PreviewCondition resource=DatabaseReady msg='status=True reason=PostgreSQLProvisioned message=PostgreSQL 15 running — credentials in secret preview-pr-9402/postgres-credentials'
- type=PreviewCondition resource=TestSuiteReady msg='status=False reason=TestSuiteFailed message=smoke=Succeeded(2p/0f), contract=Failed(0p/1f), regression=Failed(7p/2f), e2e=Failed(1p/5f)'
- type=TestResult resource=regression msg='phase=Failed passed=7 failed=2 PASS regression homepage_html: 200 PASS regression health: 200 PASS regression products_list: 200 FAIL regression product_detail: expected 200 got 404 PASS regression product_not_found: 404…'
- type=TestResult resource=smoke msg='phase=Succeeded passed=2 failed=0 PASS smoke /healthz: 200 PASS smoke /api/products: 200 Results: 2 passed, 0 failed'
- type=TestResult resource=e2e msg='phase=Failed passed=1 failed=5 FAIL e2e catalog_page_loads: timeout — Locator.wait_for: Timeout 10000ms exceeded. PASS e2e preview_badge_shown FAIL e2e product_detail_panel: timeout — Locator.wait_for: Timeout 10000ms ex…'
- type=TestResult resource=contract msg='phase=Failed passed=0 failed=1 FAIL contract: submit failed: HTTP 500: {""timestamp"":1779484403300,""status"":500,""error"":""Internal Server Error"",""path"":""/api/tests""}'",AI Enrichment Service,,,0,
