case_id,run_id_hidden,masked_evidence_text,proposed_component,proposed_category,proposed_cause,operator_label_aligned,correct_human,correct_proxy,proxy_reason,proxy_raw
K0027,F4-r6-C4-rule-grounded,"- type=ChangedFile resource=app.py msg='type=backend'
- type=GitDiff resource=ihsenalaya/idp-preview msg='diff stored in ConfigMap ""preview-diff-pr-9406"" (key diff.patch)'
- type=PreviewCondition resource=TestSuiteReady msg='status=False reason=TestSuiteFailed message=smoke=Succeeded(2p/0f), contract=Failed(0p/1f), regression=Succeeded(9p/0f)'
- type=PreviewCondition resource=DatabaseReady msg='status=True reason=PostgreSQLProvisioned message=PostgreSQL 15 running — credentials in secret preview-pr-9406/postgres-credentials'
- type=PreviewCondition resource=AIEnrichmentReady msg='status=True reason=AIEnrichmentCompleted message=AI enrichment seed=Succeeded, tests=Succeeded'
- type=PreviewCondition resource=MigrationReady msg='status=True reason=JobAlreadySucceeded message=Database migration job already completed'
- type=PreviewCondition resource=SeedReady msg='status=True reason=TaskDisabled message=Database seed task is disabled'
- type=PreviewCondition resource=Approved msg='status=True reason=Approved message=Approved by: '
- type=PreviewCondition resource=Ready msg='status=True reason=AllResourcesReady message=Preview environment running at http://pr-9406.preview.ihsenalaya.xyz'
- type=TestResult resource=smoke msg='phase=Succeeded passed=2 failed=0 PASS smoke /healthz: 200 PASS smoke /api/products: 200 Results: 2 passed, 0 failed'
- type=TestResult resource=e2e msg='phase=Skipped passed=0 failed=0'
- type=TestResult resource=regression msg='phase=Succeeded passed=9 failed=0 PASS regression homepage_html: 200 PASS regression health: 200 PASS regression products_list: 200 PASS regression product_detail: 200 PASS regression product_not_found: 404 PASS regressi…'
- type=TestResult resource=contract msg='phase=Failed passed=0 failed=1 FAIL contract: submit failed: HTTP 500: {""timestamp"":1779516784805,""status"":500,""error"":""Internal Server Error"",""path"":""/api/tests""}'",backend,,,1,,1,The contract test failure with HTTP 500 points to the backend service as the failing component.,"```json
{
  ""correct"": true,
  ""reason"": ""The contract test failure with HTTP 500 points to the backend service as the failing component.""
}
```"
K0028,F8-r7-C1-rule-grounded,,unknown,,,0,,0,The diagnosis 'unknown' is not a valid component diagnosis based on the evidence.,"```json
{
  ""correct"": false,
  ""reason"": ""The diagnosis 'unknown' is not a valid component diagnosis based on the evidence.""
}
```"
K0029,F5-r2-C4-rule-grounded,"- type=ChangedFile resource=frontend.py msg='type=backend'
- type=GitDiff resource=ihsenalaya/idp-preview msg='diff stored in ConfigMap ""preview-diff-pr-9502"" (key diff.patch)'
- type=PreviewCondition resource=AIEnrichmentReady msg='status=True reason=AIEnrichmentCompleted message=AI enrichment seed=Succeeded, tests=Succeeded'
- type=PreviewCondition resource=MigrationReady msg='status=True reason=JobAlreadySucceeded message=Database migration job already completed'
- type=PreviewCondition resource=SeedReady msg='status=True reason=TaskDisabled message=Database seed task is disabled'
- type=PreviewCondition resource=TestSuiteReady msg='status=False reason=TestSuiteFailed message=smoke=Succeeded(2p/0f), regression=Succeeded(9p/0f), e2e=Failed(1p/5f)'
- type=PreviewCondition resource=Approved msg='status=True reason=Approved message=Approved by: '
- type=PreviewCondition resource=Ready msg='status=True reason=AllResourcesReady message=Preview environment running at http://pr-9502.preview.ihsenalaya.xyz'
- type=PreviewCondition resource=DatabaseReady msg='status=True reason=PostgreSQLProvisioned message=PostgreSQL 15 running — credentials in secret preview-pr-9502/postgres-credentials'
- type=TestResult resource=smoke msg='phase=Succeeded passed=2 failed=0 PASS smoke /healthz: 200 PASS smoke /api/products: 200 Results: 2 passed, 0 failed'
- type=TestResult resource=e2e msg='phase=Failed passed=1 failed=5 FAIL e2e catalog_page_loads: timeout — Locator.wait_for: Timeout 10000ms exceeded. PASS e2e preview_badge_shown FAIL e2e product_detail_panel: timeout — Locator.wait_for: Timeout 10000ms ex…'
- type=TestResult resource=regression msg='phase=Succeeded passed=9 failed=0 PASS regression homepage_html: 200 PASS regression health: 200 PASS regression products_list: 200 PASS regression product_detail: 200 PASS regression product_not_found: 404 PASS regressi…'",backend,,,0,,0,"The failing tests are frontend e2e tests (e.g., catalog_page_loads, product_detail_panel), not backend issues.","```json
{
  ""correct"": false,
  ""reason"": ""The failing tests are frontend e2e tests (e.g., catalog_page_loads, product_detail_panel), not backend issues.""
}
```"
K0030,F7-r9-C3-llm-freeform,"- type=TestResult resource=contract msg='phase=Failed passed=0 failed=1 FAIL contract: submit failed: HTTP 500: {""timestamp"":1779531432165,""status"":500,""error"":""Internal Server Error"",""path"":""/api/tests""}'
- type=TestResult resource=smoke msg='phase=Succeeded passed=2 failed=0 PASS smoke /healthz: 200 PASS smoke /api/products: 200 Results: 2 passed, 0 failed'
- type=TestResult resource=e2e msg='phase=Failed passed=1 failed=5 FAIL e2e catalog_page_loads: timeout — Locator.wait_for: Timeout 10000ms exceeded. PASS e2e preview_badge_shown FAIL e2e product_detail_panel: timeout — Locator.wait_for: Timeout 10000ms ex…'
- type=TestResult resource=regression msg='phase=Succeeded passed=9 failed=0 PASS regression homepage_html: 200 PASS regression health: 200 PASS regression products_list: 200 PASS regression product_detail: 200 PASS regression product_not_found: 404 PASS regressi…'",backend API service,,,0,,1,The contract test failure with HTTP 500 indicates the backend API service is the failing component.,"```json
{
  ""correct"": true,
  ""reason"": ""The contract test failure with HTTP 500 indicates the backend API service is the failing component.""
}
```"
K0031,F1-r4-C1-rule-grounded,"- type=JobLog resource=pod/postgres-migrate-w2gmj container/migration msg='File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/engine/default.py"", line 941, in do_execute cursor.execute(statement, parameters) sqlalchemy.exc.ProgrammingError: (psycopg2.errors.SyntaxError) syntax error at or…'
- type=PodLog resource=pod/postgres-7547d75674-gm6td container/postgres msg='2026-05-22 18:46:58.084 UTC [58] LOG:  database system was shut down at 2026-05-22 18:46:57 UTC 2026-05-22 18:46:58.102 UTC [1] LOG:  database system is ready to accept connections 2026-05-22 18:47:09.787 UTC [70] ERROR:…'",migration-job,,,1,,1,The error logs indicate a SQL syntax error originating from the migration job's execution.,"```json
{
  ""correct"": true,
  ""reason"": ""The error logs indicate a SQL syntax error originating from the migration job's execution.""
}
```"
K0032,F9-r4-C1-llm-grounded,,unknown,,,0,,0,The diagnosis 'unknown' is not a valid component diagnosis based on the evidence.,"```json
{
  ""correct"": false,
  ""reason"": ""The diagnosis 'unknown' is not a valid component diagnosis based on the evidence.""
}
```"
K0033,F4-r6-C1-llm-freeform,,unknown,,,0,,0,The diagnosis 'unknown' is not a valid component identification based on the evidence.,"```json
{
  ""correct"": false,
  ""reason"": ""The diagnosis 'unknown' is not a valid component identification based on the evidence.""
}
```"
K0034,F1-r9-C4-llm-grounded,"- type=ChangedFile resource=migrations/versions/002_fault.py msg='type=database-migration'
- type=GitDiff resource=ihsenalaya/idp-preview msg='diff stored in ConfigMap ""preview-diff-pr-9109"" (key diff.patch)'
- type=JobLog resource=pod/postgres-migrate-h67pc container/migration msg='File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/engine/default.py"", line 941, in do_execute cursor.execute(statement, parameters) sqlalchemy.exc.ProgrammingError: (psycopg2.errors.SyntaxError) syntax error at or…'
- type=KubernetesEvent resource=Job/postgres-migrate msg='Job/postgres-migrate: Job has reached the specified backoff limit'
- type=PodLog resource=pod/postgres-66548699c-x4dpt container/postgres msg='2026-05-22 18:13:07.694 UTC [58] LOG:  database system was shut down at 2026-05-22 18:13:07 UTC 2026-05-22 18:13:07.707 UTC [1] LOG:  database system is ready to accept connections 2026-05-22 18:13:22.116 UTC [71] ERROR:…'
- type=PreviewCondition resource=Ready msg='status=False reason=DatabaseMigrationFailed message=database migration job preview-pr-9109/postgres-migrate failed: Job has reached the specified backoff limit'
- type=PreviewCondition resource=MigrationReady msg='status=False reason=JobRunning message=Database migration job postgres-migrate is running'",database migration,,,1,,1,The evidence clearly points to a failure in the database migration job due to a syntax error.,"```json
{
  ""correct"": true,
  ""reason"": ""The evidence clearly points to a failure in the database migration job due to a syntax error.""
}
```"
K0035,F3-r8-C3-rule-grounded,"- type=KubernetesEvent resource=Pod/postgres-migrate-fpsd9 msg='Pod/postgres-migrate-fpsd9: Error: ImagePullBackOff'
- type=KubernetesEvent resource=Pod/postgres-migrate-fpsd9 msg='Pod/postgres-migrate-fpsd9: Error: ErrImagePull'
- type=KubernetesEvent resource=Pod/postgres-migrate-fpsd9 msg='Pod/postgres-migrate-fpsd9: Failed to pull image ""testagentdevops.azurecr.io/idp-preview:baseline-fp-nonexistent"": [rpc error: code = NotFound desc = failed to pull and unpack image ""testagentdevops.azurecr.io/idp-previe…'
- type=PodLog resource=pod/postgres-6754c5bd88-tr4f7 container/postgres msg='2026-05-22 20:50:52.571 UTC [45] LOG:  database system was shut down at 2026-05-22 20:50:52 UTC 2026-05-22 20:50:52.584 UTC [42] LOG:  database system is ready to accept connections done 2026-05-22 20:50:53.250 UTC [1] L…'",app-deployment,,,1,,0,"The evidence clearly points to the postgres-migrate pod failing due to an image pull error, not the app-deployment.","```json
{
  ""correct"": false,
  ""reason"": ""The evidence clearly points to the postgres-migrate pod failing due to an image pull error, not the app-deployment.""
}
```"
K0036,F8-r8-C1-rule-grounded,,unknown,,,0,,0,The diagnosis 'unknown' is not a valid component diagnosis based on the evidence.,"```json
{
  ""correct"": false,
  ""reason"": ""The diagnosis 'unknown' is not a valid component diagnosis based on the evidence.""
}
```"
K0037,F1-r3-C5-llm-grounded,"- type=ChangedFile resource=migrations/versions/002_fault.py msg='type=database-migration'
- type=GitDiff resource=ihsenalaya/idp-preview msg='diff stored in ConfigMap ""preview-diff-pr-9103"" (key diff.patch)'
- type=JobLog resource=pod/postgres-migrate-4mq9j container/migration msg='File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/engine/default.py"", line 941, in do_execute cursor.execute(statement, parameters) sqlalchemy.exc.ProgrammingError: (psycopg2.errors.SyntaxError) syntax error at or…'
- type=KubernetesEvent resource=Job/postgres-migrate msg='Job/postgres-migrate: Job has reached the specified backoff limit'
- type=PodLog resource=pod/postgres-c4dcf5875-nw8jh container/postgres msg='2026-05-22 18:44:50.012 UTC [58] LOG:  database system was shut down at 2026-05-22 18:44:49 UTC 2026-05-22 18:44:50.030 UTC [1] LOG:  database system is ready to accept connections 2026-05-22 18:45:02.359 UTC [70] ERROR:…'
- type=PreviewCondition resource=Ready msg='status=False reason=DatabaseMigrationFailed message=database migration job preview-pr-9103/postgres-migrate failed: Job has reached the specified backoff limit'
- type=PreviewCondition resource=MigrationReady msg='status=False reason=JobRunning message=Database migration job postgres-migrate is running'",database migration,,,1,,1,The evidence clearly points to a failure in the database migration job due to a SQL syntax error.,"```json
{
  ""correct"": true,
  ""reason"": ""The evidence clearly points to a failure in the database migration job due to a SQL syntax error.""
}
```"
K0038,F5-r6-C3-llm-grounded,"- type=TestResult resource=smoke msg='phase=Succeeded passed=2 failed=0 PASS smoke /healthz: 200 PASS smoke /api/products: 200 Results: 2 passed, 0 failed'
- type=TestResult resource=e2e msg='phase=Failed passed=1 failed=5 FAIL e2e catalog_page_loads: timeout — Locator.wait_for: Timeout 10000ms exceeded. PASS e2e preview_badge_shown FAIL e2e product_detail_panel: timeout — Locator.wait_for: Timeout 10000ms ex…'
- type=TestResult resource=regression msg='phase=Succeeded passed=9 failed=0 PASS regression homepage_html: 200 PASS regression health: 200 PASS regression products_list: 200 PASS regression product_detail: 200 PASS regression product_not_found: 404 PASS regressi…'
- type=TestResult resource=contract msg='phase=Failed passed=0 failed=1 FAIL contract: submit failed: HTTP 500: {""timestamp"":1779494442510,""status"":500,""error"":""Internal Server Error"",""path"":""/api/tests""}'",application,,,0,,1,"The evidence shows multiple test failures related to the application's API and UI behavior, indicating the application itself is the failing component.","```json
{
  ""correct"": true,
  ""reason"": ""The evidence shows multiple test failures related to the application's API and UI behavior, indicating the application itself is the failing component.""
}
```"
K0039,F3-r3-C4-llm-freeform,"- type=ChangedFile resource=scripts/generate_preview_manifest.py msg='type=backend'
- type=GitDiff resource=ihsenalaya/idp-preview msg='diff stored in ConfigMap ""preview-diff-pr-9303"" (key diff.patch)'
- type=KubernetesEvent resource=Pod/postgres-migrate-shdl8 msg='Pod/postgres-migrate-shdl8: Failed to pull image ""testagentdevops.azurecr.io/idp-preview:baseline-fp-nonexistent"": [rpc error: code = NotFound desc = failed to pull and unpack image ""testagentdevops.azurecr.io/idp-previe…'
- type=KubernetesEvent resource=Pod/postgres-migrate-shdl8 msg='Pod/postgres-migrate-shdl8: Error: ErrImagePull'
- type=KubernetesEvent resource=Pod/postgres-migrate-shdl8 msg='Pod/postgres-migrate-shdl8: Error: ImagePullBackOff'
- type=PodLog resource=pod/postgres-6d4d5f9f9c-z6db6 container/postgres msg='2026-05-22 20:41:12.485 UTC [46] LOG:  database system was shut down at 2026-05-22 20:41:11 UTC 2026-05-22 20:41:12.498 UTC [43] LOG:  database system is ready to accept connections done 2026-05-22 20:41:13.084 UTC [1] L…'
- type=PreviewCondition resource=Ready msg='status=False reason=DatabaseMigrationFailed message=database migration job preview-pr-9303/postgres-migrate cannot start: ImagePullBackOff: Back-off pulling image ""testagentdevops.azurecr.io/idp-preview:baseline-fp-nonex…'
- type=PreviewCondition resource=MigrationReady msg='status=False reason=JobRunning message=Database migration job postgres-migrate is running'",Container Registry,,,0,,1,The evidence shows an image pull failure due to a non-existent image in the container registry.,"```json
{
  ""correct"": true,
  ""reason"": ""The evidence shows an image pull failure due to a non-existent image in the container registry.""
}
```"
K0040,F7-r9-C4-llm-grounded,"- type=PreviewCondition resource=DatabaseReady msg='status=True reason=PostgreSQLProvisioned message=PostgreSQL 15 running — credentials in secret preview-pr-9709/postgres-credentials'
- type=PreviewCondition resource=AIEnrichmentReady msg='status=True reason=AIEnrichmentCompleted message=AI enrichment seed=Succeeded, tests=Succeeded'
- type=PreviewCondition resource=MigrationReady msg='status=True reason=JobAlreadySucceeded message=Database migration job already completed'
- type=PreviewCondition resource=SeedReady msg='status=True reason=TaskDisabled message=Database seed task is disabled'
- type=PreviewCondition resource=Approved msg='status=True reason=Approved message=Approved by: '
- type=PreviewCondition resource=TestSuiteReady msg='status=False reason=TestSuiteFailed message=smoke=Succeeded(2p/0f), contract=Failed(0p/1f), regression=Succeeded(9p/0f), e2e=Failed(1p/5f)'
- type=PreviewCondition resource=Ready msg='status=True reason=AllResourcesReady message=Preview environment running at http://pr-9709.preview.ihsenalaya.xyz'
- type=TestResult resource=contract msg='phase=Failed passed=0 failed=1 FAIL contract: submit failed: HTTP 500: {""timestamp"":1779531432165,""status"":500,""error"":""Internal Server Error"",""path"":""/api/tests""}'
- type=TestResult resource=smoke msg='phase=Succeeded passed=2 failed=0 PASS smoke /healthz: 200 PASS smoke /api/products: 200 Results: 2 passed, 0 failed'
- type=TestResult resource=e2e msg='phase=Failed passed=1 failed=5 FAIL e2e catalog_page_loads: timeout — Locator.wait_for: Timeout 10000ms exceeded. PASS e2e preview_badge_shown FAIL e2e product_detail_panel: timeout — Locator.wait_for: Timeout 10000ms ex…'
- type=TestResult resource=regression msg='phase=Succeeded passed=9 failed=0 PASS regression homepage_html: 200 PASS regression health: 200 PASS regression products_list: 200 PASS regression product_detail: 200 PASS regression product_not_found: 404 PASS regressi…'",application,,,0,,1,The test failures (HTTP 500 errors and timeouts) indicate the application is not handling requests correctly.,"```json
{
  ""correct"": true,
  ""reason"": ""The test failures (HTTP 500 errors and timeouts) indicate the application is not handling requests correctly.""
}
```"
